epoch,iteration,elpased_time
0,1,2.783360481262207
0,2,1.8064160346984863
0,3,1.8080945014953613
0,4,1.7641963958740234
0,5,1.7867488861083984
0,6,1.7804386615753174
0,7,1.7659478187561035
0,8,1.8400070667266846
0,9,1.9299123287200928
0,10,1.831758737564087
0,11,1.7819874286651611
0,12,1.8174118995666504
0,13,1.9020600318908691
0,14,1.7662107944488525
0,15,1.7936763763427734
0,16,1.854527235031128
0,17,1.7819538116455078
0,18,1.8027126789093018
0,19,1.8356637954711914
0,20,1.7641570568084717
0,21,1.872896671295166
0,22,1.8438835144042969
0,23,1.9146156311035156
0,24,1.7924015522003174
0,25,1.8605401515960693
0,26,1.830038070678711
0,27,1.8400750160217285
0,28,1.749429702758789
0,29,1.7752556800842285
0,30,1.802236557006836
0,31,1.8572471141815186
0,32,1.7752439975738525
0,33,1.8266687393188477
0,34,1.7952241897583008
0,35,1.7964298725128174
0,36,1.7541921138763428
0,37,1.7980875968933105
0,38,1.8324377536773682
0,39,1.8170008659362793
0,40,1.7928252220153809
