epoch,iteration,elpased_time
0,1,3.435450792312622
0,2,2.62139892578125
0,3,2.0827407836914062
0,4,1.934326410293579
0,5,2.038194179534912
0,6,1.9575140476226807
0,7,2.098393201828003
0,8,2.2216217517852783
0,9,1.9892988204956055
0,10,1.8458189964294434
0,11,1.8995189666748047
0,12,1.94486403465271
0,13,1.8562211990356445
0,14,1.7363951206207275
0,15,2.164186954498291
0,16,1.83784818649292
0,17,1.9088292121887207
0,18,2.0015065670013428
0,19,1.8790535926818848
0,20,1.7235426902770996
0,21,1.835850477218628
0,22,1.7324998378753662
0,23,1.8595657348632812
0,24,1.7472751140594482
0,25,1.792849063873291
0,26,1.8405015468597412
0,27,1.7152142524719238
0,28,1.834427833557129
0,29,1.8071281909942627
0,30,1.815871238708496
0,31,1.8329832553863525
0,32,1.9819917678833008
0,33,1.8313508033752441
0,34,1.8570942878723145
0,35,1.9632318019866943
0,36,1.9275007247924805
0,37,1.8233129978179932
0,38,1.909550666809082
0,39,2.0782530307769775
0,40,1.877723217010498
