epoch,iteration,elpased_time
0,1,1.8902368545532227
0,2,0.9404737949371338
0,3,0.8816144466400146
0,4,0.9926683902740479
0,5,0.8904688358306885
0,6,0.9767355918884277
0,7,0.9157431125640869
0,8,0.9973881244659424
0,9,0.9650225639343262
0,10,1.0665357112884521
0,11,1.0496554374694824
0,12,0.9636397361755371
0,13,1.1634852886199951
0,14,0.9481649398803711
0,15,0.9962027072906494
0,16,0.9438531398773193
0,17,1.0716361999511719
0,18,0.9854521751403809
0,19,0.8758988380432129
0,20,0.8803567886352539
0,21,0.9267830848693848
0,22,0.9473016262054443
0,23,0.9778740406036377
0,24,0.870729923248291
0,25,0.9680709838867188
0,26,0.9610040187835693
0,27,0.9881143569946289
0,28,0.8619363307952881
0,29,0.9879662990570068
0,30,0.9535322189331055
0,31,0.966578483581543
0,32,0.8254215717315674
0,33,0.9114875793457031
0,34,0.9097867012023926
0,35,0.9071428775787354
0,36,0.7944471836090088
0,37,0.9493987560272217
0,38,0.9054393768310547
0,39,1.0784697532653809
0,40,0.9302933216094971
