epoch,iteration,elpased_time
0,1,2.121255874633789
0,2,1.2478923797607422
0,3,1.1390063762664795
0,4,1.1326336860656738
0,5,1.1167802810668945
0,6,1.3653502464294434
0,7,1.3870654106140137
0,8,1.2986373901367188
0,9,1.409621238708496
0,10,1.214846134185791
0,11,1.212026596069336
0,12,1.2212300300598145
0,13,1.203291654586792
0,14,1.2783021926879883
0,15,1.2882821559906006
0,16,1.2041480541229248
0,17,1.1507091522216797
0,18,1.3047990798950195
0,19,1.3091650009155273
0,20,1.2078289985656738
0,21,1.1806113719940186
0,22,1.3212387561798096
0,23,1.3175246715545654
0,24,1.395575761795044
0,25,1.2034423351287842
0,26,1.2662510871887207
0,27,1.237410545349121
0,28,1.31304931640625
0,29,1.1746926307678223
0,30,1.1851613521575928
0,31,1.3839941024780273
0,32,1.3655529022216797
0,33,1.2167534828186035
0,34,1.3465824127197266
0,35,1.2030279636383057
0,36,1.311161994934082
0,37,1.3244869709014893
0,38,1.203589677810669
0,39,1.3937268257141113
0,40,1.1544818878173828
