epoch,iteration,elpased_time
0,1,2.074422597885132
0,2,1.3254585266113281
0,3,1.0713951587677002
0,4,1.1534504890441895
0,5,1.3123183250427246
0,6,1.1830170154571533
0,7,1.1894919872283936
0,8,1.2929179668426514
0,9,1.1671397686004639
0,10,1.0389471054077148
0,11,1.0205228328704834
0,12,1.3864529132843018
0,13,1.3150837421417236
0,14,1.0980498790740967
0,15,0.9910082817077637
0,16,1.112903356552124
0,17,1.0629332065582275
0,18,1.1588633060455322
0,19,0.994469404220581
0,20,1.09321928024292
0,21,1.1244068145751953
0,22,1.224726915359497
0,23,1.0442419052124023
0,24,1.1230981349945068
0,25,1.006148338317871
0,26,1.0284502506256104
0,27,1.1914684772491455
0,28,1.2106859683990479
0,29,1.1374328136444092
0,30,1.107151985168457
0,31,1.123145580291748
0,32,1.0795676708221436
0,33,1.1070871353149414
0,34,1.062831163406372
0,35,1.0407061576843262
0,36,1.2122611999511719
0,37,1.0887231826782227
0,38,1.0068438053131104
0,39,1.1214087009429932
0,40,1.1175649166107178
