epoch,iteration,elpased_time
0,1,2.939296245574951
0,2,2.09167742729187
0,3,2.0282604694366455
0,4,2.052963972091675
0,5,2.1263909339904785
0,6,2.240760564804077
0,7,2.091284990310669
0,8,2.1252126693725586
0,9,2.0739712715148926
0,10,2.02095365524292
0,11,2.0418076515197754
0,12,2.1631104946136475
0,13,2.117732286453247
0,14,2.1303892135620117
0,15,2.049060344696045
0,16,2.0663092136383057
0,17,2.0729212760925293
0,18,2.0318894386291504
0,19,2.042717695236206
0,20,2.1908771991729736
0,21,2.0531487464904785
0,22,2.057548999786377
0,23,2.054765224456787
0,24,2.014439582824707
0,25,1.98222017288208
0,26,2.0838980674743652
0,27,2.041689395904541
0,28,2.0485990047454834
0,29,2.080230951309204
0,30,2.0547499656677246
0,31,2.0807504653930664
0,32,2.069539785385132
0,33,2.1500582695007324
0,34,2.0987727642059326
0,35,2.0764083862304688
0,36,2.158442974090576
0,37,2.0024750232696533
0,38,2.0866434574127197
0,39,2.1228482723236084
0,40,2.2541985511779785
