epoch,iteration,elpased_time
0,1,3.2965636253356934
0,2,2.43367338180542
0,3,2.0434677600860596
0,4,2.255382776260376
0,5,2.2866244316101074
0,6,2.2339487075805664
0,7,2.3958683013916016
0,8,2.333268404006958
0,9,2.1831412315368652
0,10,2.1167662143707275
0,11,2.240384101867676
0,12,2.007350206375122
0,13,2.178032398223877
0,14,2.1409943103790283
0,15,1.9250471591949463
0,16,2.161907434463501
0,17,2.3558037281036377
0,18,2.378600835800171
0,19,2.3882079124450684
0,20,2.4278650283813477
0,21,2.4831955432891846
0,22,2.3563787937164307
0,23,2.342529773712158
0,24,2.3582522869110107
0,25,2.1156725883483887
0,26,2.1190617084503174
0,27,1.9423727989196777
0,28,2.027697801589966
0,29,1.9236586093902588
0,30,1.9419608116149902
0,31,2.0080301761627197
0,32,2.32309627532959
0,33,2.120180130004883
0,34,2.0645976066589355
0,35,2.2830305099487305
0,36,2.367156505584717
0,37,2.235342502593994
0,38,2.316152572631836
0,39,1.9112670421600342
0,40,1.9623932838439941
