epoch,iteration,elpased_time
0,1,3.8486554622650146
0,2,2.8858120441436768
0,3,2.675110340118408
0,4,2.8042845726013184
0,5,2.6569254398345947
0,6,2.743177652359009
0,7,2.67265248298645
0,8,2.587357521057129
0,9,2.6781656742095947
0,10,2.6431827545166016
0,11,2.6979544162750244
0,12,2.6473348140716553
0,13,2.879206418991089
0,14,3.082331418991089
0,15,2.7255313396453857
0,16,2.711225986480713
0,17,2.8615241050720215
0,18,2.816661834716797
0,19,2.7102138996124268
0,20,2.5801570415496826
0,21,2.6706764698028564
0,22,2.6602985858917236
0,23,2.662289619445801
0,24,2.677335023880005
0,25,2.7202341556549072
0,26,2.847156047821045
0,27,2.8679299354553223
0,28,2.5729260444641113
0,29,2.6549832820892334
0,30,2.8528411388397217
0,31,2.6975817680358887
0,32,2.5818140506744385
0,33,2.622410535812378
0,34,2.6584343910217285
0,35,2.586466073989868
0,36,2.7052478790283203
0,37,2.65585994720459
0,38,2.9958860874176025
0,39,2.86855149269104
0,40,2.706366777420044
