epoch,iteration,elpased_time
0,1,3.0648345947265625
0,2,2.232764482498169
0,3,2.218026638031006
0,4,2.163011074066162
0,5,2.206780195236206
0,6,2.198496103286743
0,7,2.175374984741211
0,8,2.2003326416015625
0,9,2.0912671089172363
0,10,2.2186617851257324
0,11,2.250882148742676
0,12,2.2192797660827637
0,13,2.2824759483337402
0,14,2.252439260482788
0,15,2.141857624053955
0,16,2.260223388671875
0,17,2.286905288696289
0,18,2.1910276412963867
0,19,2.163907766342163
0,20,2.171163558959961
0,21,2.1930723190307617
0,22,2.16558575630188
0,23,2.1517908573150635
0,24,2.2539260387420654
0,25,2.1709232330322266
0,26,2.1637392044067383
0,27,2.202888011932373
0,28,2.1815571784973145
0,29,2.1691253185272217
0,30,2.248891830444336
0,31,2.2382278442382812
0,32,2.1933846473693848
0,33,2.272559404373169
0,34,2.18021559715271
0,35,2.14123272895813
0,36,2.1596262454986572
0,37,2.2688608169555664
0,38,2.216153621673584
0,39,2.241238832473755
0,40,2.1107704639434814
